prod_id;users;prod_name_long;prod_brand;tags; prod_unit_price ;rating
2266;6766;Protector Tena lights largos con alas x 50 und;TENA;Protección Femenina;7.973;5
2267;9857;Protectores Carefree x 15 und+ tampons OB pro comfort x 10und;OB;Protección Femenina;8.790;8
2268;5861;Protectores Carefree multiflex x 150 unas;CAREFREE;Protección Femenina;14.990;1
2269;9492;Protectores Diarios Nosotras Dobles Multiestilo x 25und;NOSOTRAS;Protección Femenina;4.390;10
2270;6044;Protectores Diarios Nosotras Dobles Multiestilo x 50und;NOSOTRAS;Protección Femenina;8.990;7
2271;1952;Protectores Diarios Nosotras Largos x 50und;NOSOTRAS;Protección Femenina;8.390;7
2272;4167;Protectores Diarios Nosotras Largos x 15und;NOSOTRAS;Protección Femenina;3.090;0
2273;8512;Protectores Diarios Nosotras Largos con Alas x 72und;NOSOTRAS;Protección Femenina;13.590;10
2274;7752;Protectores Diarios Nosotras Multiestilo x 60und + Protectores Diarios Largos x 20und;NOSOTRAS;Protección Femenina;8.390;7
2275;2329;Protectores Diarios Nosotras Multiestilo  x 15und;NOSOTRAS;Protección Femenina;2.590;8
2276;679;Protectores Diarios Nosotras Natural Respirable  x 60und;NOSOTRAS;Protección Femenina;8.590;5
2277;5056;Protectores Diarios Nosotras Normal  x 120und + Protectores Diarios Flexibles x 60und;NOSOTRAS;Protección Femenina;14.390;7
2278;4494;Protectores Diarios Nosotras Normal  x 120und + Protectores Diarios  Multiestilo x 30und;NOSOTRAS;Protección Femenina;14.590;5
2279;1591;Protectores Diarios Nosotras Normal  2paq x 15und;NOSOTRAS;Protección Femenina;4.290;8
2280;7998;Protectores Kotex diarios deportivo x 80und;KOTEX;Protección Femenina;10.390;1
2281;7151;Protectores Kotex diarios normal x 50und + ultra flexibles x 15und;KOTEX;Protección Femenina;6.790;10
2282;247;Protectores Kotex diarios ultra flexible x 50 und;LA PARCELA;Protección Femenina;6.790;0
2283;540;Protectores Kotex diarios ultra flexible x 150 und;LA PALMA;Protección Femenina;10.390;1
2284;3350;Protectores Kotex diarios ultra flexible x 15und;LA PALESTINA;Protección Femenina;2.190;2
2285;8427;Protectores Lights by TENA extralargos x 80 und;TENA;Protección Femenina;13.013;7
2286;8337;Protectores Nosotras Lacti x 40und;NOSOTRAS;Protección Femenina;15.590;9
2287;2320;Stayfree® Adapt Plus Ultradelgada X10;STAYFREE;Protección Femenina;4.190;3
2288;9342;Stayfree® Adapt Plus Ultradelgada X30;STAYFREE;Protección Femenina;10.390;7
2289;9610;STAYFREE® Normal con Alas x 10 Und;STAYFREE;Protección Femenina;3.690;5
2290;236;STAYFREE® Normal con Alas  2 x 10 Und;STAYFREE;Protección Femenina;6.590;3
2291;8896;Tampon digital OB original x 20 unds;OB;Protección Femenina;12.990;0
2292;4407;Tampón o.b.® Original Medio x 10 und;OB;Protección Femenina;6.990;8
2293;7049;Tampón o.b.® Original Súper x 10 und;OB;Protección Femenina;6.990;3
2294;6039;Tampón o.b.® Original Súper x 20 und + 10 und;OB;Protección Femenina;14.590;3
2295;5574;Tampón o.b.® ProComfort Súper x 10 und;OB;Protección Femenina;7.990;7
2296;4828;Tampones Kotex evolución medio x 30unds extra contenido;KOTEX;Protección Femenina;11.990;6
2297;1830;Tampones Kotex evolución super x 30unds extra contenido;KOTEX;Protección Femenina;11.990;5
2298;4222;Tampones Nosotras aplicador regular x 8 und + protectores largos x 20 und precio especial;NOSOTRAS;Protección Femenina;11.590;5
2299;3489;Tampones Nosotras aplicador súper x 8 und + protectores largos x 20 und precio especial;NOSOTRAS;Protección Femenina;11.590;8
2300;3003;Tampones Sin Aplicador Nosotras Mini x 14und + Decopack x 1und;NOSOTRAS;Protección Femenina;10.390;3
2301;2653;Tampones Sin Aplicador Nosotras Regular x 10und + Protectores Diarios Multiestilo x 15und;NOSOTRAS;Protección Femenina;7.990;5
2302;7300;Tampones Sin Aplicador Nosotras Regular 2paq x 10und + Tampones Sin Aplicador Mini x 5und;NOSOTRAS;Protección Femenina;11.590;5
2303;7704;Tampones Sin Aplicador Nosotras Super x 10und + Protectores Diarios Multiestilo x 15und;NOSOTRAS;Protección Femenina;7.990;9
2304;2488;Toalla femenina Kotex evolut dual nocturna x 16unds  precio especial;KOTEX;Protección Femenina;14.990;4
2305;6514;Toalla femenina kotex nocturna tela x 8 unds;KOTEX;Protección Femenina;6.790;6
2306;7041;Toalla femenina nocturna tela Kotex x 2 paquetes x 8 unas c-u;KOTEX;Protección Femenina;9.590;6
2307;5161;Toalla higiénica delgada con alas cubierta tela Dellas x 10 und;ELLAS;Protección Femenina;1.950;10
2308;3444;Toalla higiénica ellas nocturna x 10 unas;ELLAS;Protección Femenina;3.390;0
2309;4883;Toalla higiénica Kotex tela normal alas x 30 unds;KOTEX;Protección Femenina;11.390;2
2310;37;Toalla higiénica Kotex ultfn. X 30unds + prot. Nor x 50unds;KOTEX;Protección Femenina;15.590;0
2311;5707;Toalla Kotex deportiva ultra fina x 16 und;KOTEX;Protección Femenina;9.190;7
2312;3799;Toallas femeninas kotex día noche ultrafina x 8und;KOTEX;Protección Femenina;6.990;7
2313;3740;Toallas Higiénicas Ellas alas súper confort pague 8 lleve 10;ELLAS;Protección Femenina;2.450;9
2314;8145;Toallas Higiénicas Natural Nosotras Doble Invisible Tela Tipo Algodón x 8und;NOSOTRAS;Protección Femenina;8.190;8
2315;431;Toallas Higiénicas Natural Ultrainvisible Tela Algodón x 8und + Toalla Doble x 8und;NOSOTRAS;Protección Femenina;11.990;1
2316;2916;Toallas Higiénicas Nosotras Buenas Noches Invisible Rapisec x 10und;NOSOTRAS;Protección Femenina;10.990;4
2317;829;Toallas Higiénicas Nosotras Extraprotección Tela x 20und;NOSOTRAS;Protección Femenina;10.590;6
2318;819;Toallas Higiénicas Nosotras Extraprotección Tela x 8und;NOSOTRAS;Protección Femenina;5.990;5
2319;2689;Toallas Higiénicas Nosotras Invisible Rapigel Cubierta Rapisec 2paq x 10und;NOSOTRAS;Protección Femenina;12.390;3
2320;339;Toallas Higiénicas Nosotras Natural Buenas Noches Tipo Tela 2paq x 10und;NOSOTRAS;Protección Femenina;15.590;10
2321;2661;Toallas Higiénicas Nosotras Natural Invisible Tela Tipo Algodón x 8und + Toallas Higiénicas Natural Buenas Noches x 2und;NOSOTRAS;Protección Femenina;4.490;1
2322;6901;Toallas Higiénicas Nosotras Natural Invisible Tela Tipo Algodón 2paq x 8und;NOSOTRAS;Protección Femenina;8.590;1
2323;7882;Toallas Higiénicas Nosotras Natural Invisible Tela Tipo Algodón 4paq x 8und;NOSOTRAS;Protección Femenina;15.590;0
2324;6779;Toallas Higiénicas Nosotras Natural Ultrainvisible Tela x 8und + Protectores Largos x 15und;NOSOTRAS;Protección Femenina;7.790;0
2325;5261;Toallas Higiénicas Nosotras Plus clásica Tela Tipo Algodón x 10und + Toalla Doble x 2und;NOSOTRAS;Protección Femenina;5.590;4
2326;3461;Toallas Higiénicas Nosotras Plus clásica Tela Tipo Algodón x 30und;NOSOTRAS;Protección Femenina;10.590;2
2327;3547;Toallas Higiénicas Nosotras Plus Cubierta Rapisec 2paq x 10und;NOSOTRAS;Protección Femenina;8.190;4
2328;3212;Toallas Higiénicas Nosotras Ultrainvisible Rapigel 2paq x 10und;NOSOTRAS;Protección Femenina;11.390;5
2329;9963;Toallas Higienicas Stayfree alas nocturna agentes naturales x 8 unidades;STAYFREE;Protección Femenina;4.590;2
2330;8145;Toallas Kotex discreta x 10und + protectores diarios x 15und;KOTEX;Protección Femenina;6.590;7
2331;7049;Toallas maternity posparto ma x i  x 10und;MATERNITY;Protección Femenina;6.590;5
2332;5988;Toallas normal tela Kotex x 12 und + sport x 2 und;KOTEX;Protección Femenina;5.390;6
2333;8164;Toallas Nosotras sensiti-v invisible algodón x 10 und;NOSOTRAS;Protección Femenina;6.990;0
2334;9463;Toallas nosotras sensiti-v invisible algodón x 24 und;NOSOTRAS;Protección Femenina;13.990;8
2335;9911;Toallas Stayfree noche dia x 2 paquetes x 8 und c-u precio especial;STAYFREE;Protección Femenina;7.390;1
2336;7915;Carefree® Protección Largos;CAREFREE;Protección Femenina;6.590;8
2337;4156;CAREFREE® Protección sin perfume x 150 und;CAREFREE;Protección Femenina;14.990;2
2338;5678;CAREFREE® Todos Los Dias x 150 und;CAREFREE;Protección Femenina;14.990;5
2339;1868;Acondicionador Savital con Keratina x 530 ml;SAVITAL;Shampoo;13.990;0
2340;768;Champu Babaría nutritivo aceite oliva x 400ml;BABARIA;Shampoo;6.390;10
2341;808;Clear Shampoo 2 En 1 Dual Effect 400ml;CLEAR;Shampoo;12.593;9
2342;8510;Clear Shampoo Ice Cool Menthol 400ml;CLEAR;Shampoo;12.313;1
2343;565;Crema peinar Savital multivitáminas x 275 ml;SAVITAL;Shampoo;9.990;1
2344;939;Shampo Dove nutrición óleo micelar x 400 ml;DOVE;Shampoo;15.590;0
2345;8823;Shampo Savital multivitaminas x 550 ml;SAVITAL;Shampoo;13.990;8
2346;1617;Shampoo Anian anticaspa menthol x 400ml;ANIAN;Shampoo;6.390;5
2347;8261;Shampoo Anticaspa Arden for Men 3 en 1 310ml;ARDEN FOR MEN;Shampoo;9.990;3
2348;9431;Shampoo Arrurrú natural ph equilibrado pague 800 ml lleve1075 ml;ARRURRU;Shampoo;15.590;9
2349;8933;Shampoo Bioex pert keratina restauración x 350ml;BIOEXPERT;Shampoo;10.493;1
2350;6998;Shampoo Bioexpert cepillo gusano de seda fortalecido x 350ml;BIOEXPERT;Shampoo;10.913;5
2351;4348;Shampoo Bioexpert omega nutricion x 350 ml;BIOEXPERT;Shampoo;10.493;1
2352;1886;Shampoo Dove control caída x 400 ml;DOVE;Shampoo;14.390;6
2353;3099;Shampoo Dove oleo nutrición x 400 ml;DOVE;Shampoo;15.590;2
2354;8267;Shampoo Dove reconstrucción completa x 400 ml;DOVE;Shampoo;15.590;10
2355;8284;Shampoo Dove reconstrucción completa x 200 ml;DOVE;Shampoo;11.390;7
2356;3146;Shampoo Ego Force x 230 ml;EGO;Shampoo;9.790;7
2357;2816;Shampoo Elvive oleo extraord. Nutricion x 200ml;ELVIVE;Shampoo;12.390;2
2358;2877;Shampoo Garnier fructis acte reparación 3 seco x 350 ml;GARNIER;Shampoo;13.990;0
2359;6309;Shampoo Garnier fructis adiós daño largo perfecto x 350 ml;GARNIER;Shampoo;13.990;3
2360;5501;Shampoo Garnier fructis control definido rizos esponjosos x 350 ml;GARNIER;Shampoo;13.990;7
2361;4511;Shampoo Head & Shoulders limpieza renovadora x 180 ml;HEAD & SHOULDERS;Shampoo;9.990;3
2362;2595;Shampoo Head & Shoulders men old spice x 180 ml;HEAD & SHOULDERS;Shampoo;9.990;4
2363;1752;Shampoo Head & Shoulders suave manejable 2en1 x 180 ml;HEAD & SHOULDERS;Shampoo;9.990;6
2364;5277;Shampoo Herbal essences detox x 300 ml;HERBAL ESSENCES;Shampoo;14.990;4
2365;5996;Shampoo Konzil colágeno reparación profunda x 375 ml;KONZIL;Shampoo;11.590;2
2366;4011;Shampoo Konzil seda liquida suavidad brillo x 375 ml;KONZIL;Shampoo;11.590;8
2367;8009;Shampoo Muss 3d lisos aceite muru muru x 750 ml;MUSS;Shampoo;13.013;10
2368;5345;Shampoo Muss 3d lisos aceite muru muru x 400 ml;MUSS;Shampoo;9.373;6
2369;7523;Shampoo Muss 3d secos aceite coco miel x 750 ml;MUSS;Shampoo;13.013;1
2370;7210;Shampoo Muss 3d secos aceite coco miel x 400 ml;MUSS;Shampoo;9.373;8
2371;7750;Shampoo Muss Mix Natural Nutric Plus X400ml;MUSS;Shampoo;9.093;1
2372;8063;Shampoo Muss Mix Natural Plata Radiante X400ml;MUSS;Shampoo;9.093;4
2373;3566;Shampoo Muss Mix Natural Rubio Lumin X 400ml;MUSS;Shampoo;9.093;5
2374;4964;Shampoo Naturaleza y Vida coloursafe castaño x 300 ml;NATURALEZAYVIDA;Shampoo;14.990;5
2375;3573;Shampoo Naturaleza y Vida coloursafe negro x 300 ml;NATURALEZAYVIDA;Shampoo;14.990;3
2376;8349;Shampoo Naturaleza y vida Coloursafe Rubio x 300ml;NATURALEZAYVIDA;Shampoo;14.990;10
2377;4176;Shampoo Naturaleza y Vida para tonos blancos y grises x 300ml;NATURALEZAYVIDA;Shampoo;14.590;4
2378;1636;Shampoo Naturaleza y Vida rubio perlado x 300 ml;NATURALEZAYVIDA;Shampoo;13.390;0
2379;8625;Shampoo Nutrit biotinmax crecimiento fortalecimiento x 750ml;NUTRIT;Shampoo;12.990;3
2380;9758;Shampoo Nutrit cabello negro x 750ml precio especial;NUTRIT;Shampoo;12.990;0
2381;9840;Shampoo Nutrit embrion de pato x 750 ml;NUTRIT;Shampoo;12.990;5
2382;2813;Shampoo Nutrit jalea real x 750 ml;NUTRIT;Shampoo;12.390;4
2383;6189;Shampoo Nutrit reparación intensiva x 750 ml;NUTRIT;Shampoo;12.390;2
2384;3766;Shampoo Nutrit reparamax aceite argan x 750ml;NUTRIT;Shampoo;13.390;1
2385;9646;Shampoo nutritivo coco biotina todo tipo Babaria x 400 ml;BABARIA;Shampoo;5.990;0
2386;1158;Shampoo Pantene micelar x 200 ml;PANTENE;Shampoo;9.990;3
2387;5756;Shampoo Paw patrol baño líquido 2en1 x 260 ml;PAW PATROL;Shampoo;13.990;10
2388;8675;Shampoo Savital biotina sábila x 550 ml;SAVITAL;Shampoo;13.990;0
2389;6933;Shampoo Savital colágeno sabia x 550ml;LA ABUELA;Shampoo;13.990;4
2390;5288;Shampoo Savital colageno sábila x 550 ml;SAVITAL;Shampoo;13.990;6
2391;6173;Shampoo Savital con keratina x 550 ml;SAVITAL;Shampoo;13.990;5
2392;8865;Shampoo Savital keratina sábila x 550 ml;SAVITAL;Shampoo;13.990;5
2393;6736;Shampoo sedal by yuya deto x  te verde limon  x  340 ml;SEDAL;Shampoo;13.390;1
2394;7269;Shampoo Sedal Ceramidas x 340ml;SEDAL;Shampoo;13.390;0
2395;6115;Shampoo Sedal Keratina con Antioxidante x 340ml;SEDAL;Shampoo;13.390;1
2396;8343;Shampoo Sedal liso perfecto x 340 ml;SEDAL;Shampoo;13.590;8
2397;3857;Shampoo Sedal Rizos Definidos x 340ml;SEDAL;Shampoo;13.590;5
2398;3490;Shampoo Vitane advance anti polución x 400 ml;VITANE;Shampoo;10.913;0
2399;3846;Shampoo Vitane Anticaida Therapy Hombre X400ml;VITANE;Shampoo;10.913;2
2400;2639;Shampoo Vitane Anticaida Therapy Mujer X400ml;VITANE;Shampoo;10.913;3
2401;1361;Shampoo Vitane Color Therapy X400ml;VITANE;Shampoo;10.913;2
2402;9605;Shampoo Vitane control de la caspa x 400 ml;VITANE;Shampoo;10.913;3
2403;4342;Shampoo Vitane Hydratherapy X400ml;VITANE;Shampoo;10.913;9
2404;560;Aceite cremoso lefrit frasco x 500g;LEFRIT;Aceite;4.390;6
2405;1072;Aceite de girasol olesano x 900 ml;OLEO SANO;Aceite;6.790;6
2406;3198;Aceite de oliva extra virgen Premier x 250ml.;PREMIER;Aceite;6.433;10
2407;2599;Aceite de oliva puro premier x 250ml;PREMIER;Aceite;6.573;1
2408;7124;Aceite Diana ajo cebolla x 900 ml;DIANA;Aceite;6.190;2
2409;4267;Aceite Diana vitaminas x 900 ml;DIANA;Aceite;5.590;1
2410;3271;Aceite soya oleo sano omega 3 x 900ml;OLEO SANO;Aceite;5.250;8
2411;2173;Aceite Vegetal Riquisimo x 1000 cc;RIQUISIMO;Aceite;6.790;7
2412;2069;Arroz blanco Diana Premium x 1000 g;DIANA;Arroz y granos;4.090;2
2413;5838;Arroz Castellano premium integral oryzica x 1000g;CASTELLANO;Arroz y granos;6.790;6
2414;5317;Arroz Diana x 1 Kg;DIANA;Arroz y granos;2.890;5
2415;8885;Arroz Diana fibra x 1000g;DIANA;Arroz y granos;3.790;2
2416;4767;Arroz Diana Integal x 1000g;DIANA;Arroz y granos;4.590;7
2417;9353;Arroz Diana premium x 500g;DIANA;Arroz y granos;1.990;7
2418;44;Arroz Diana premium coco x 1000g;DIANA;Arroz y granos;4.490;2
2419;4568;Arroz Florhuila x 1 kg;FLORHUILA;Arroz y granos;2.990;1
2420;4881;Arroz Florhuila Integral x 1 kg;FLORHUILA;Arroz y granos;3.990;7
2421;6457;Arroz para sopa Cerearroz x 500 g;CEREARROZ;Arroz y granos;990;0
2422;3861;Arroz Roa x 1kg;ROA;Arroz y granos;2.990;2
2423;3727;Arroz Roa con sabor a pollo y vegetales x 300 g;ROA;Arroz y granos;5.190;7
2424;4559;Arroz Roa Integral x 1000 g;ROA;Arroz y granos;3.990;9
2425;5351;Arroz Roa parbolizado x 1000 g;ROA;Arroz y granos;3.790;6
2426;7652;Arroz Sopa x 1000 g El Mejor;DON JUAN;Arroz y granos;3.490;2
2427;4559;Arveja Aburrá x 500 g;ABURRA;Arroz y granos;1.750;4
2428;7851;Arveja Amarilla x 1000 g San Pedro;SAN PEDRO;Arroz y granos;3.590;4
2429;4874;Arveja Semillas del Campo amarilla x 1000 g;SEMILLAS DEL CAMPO;Arroz y granos;1.890;6
2430;8200;Cuchuco del cultivo cebada x 500 g;DEL CULTIVO;Arroz y granos;2.050;10
2431;8491;Frijol blanquillo Aburrá x 500 g;ABURRA;Arroz y granos;2.890;2
2432;4194;Frijol Bola Roja San Pedro x 500 g.;SAN PEDRO;Arroz y granos;5.990;9
2433;8058;Frijol Bolon Rojo San Pedro x 500 g.;SAN PEDRO;Arroz y granos;6.790;10
2434;1778;Frijol Carahota  x 1000 g. San Pedro;SAN PEDRO;Arroz y granos;6.190;7
2435;2842;Frijol Cargamanto Rojo San Pedro x 500 g.;SAN PEDRO;Arroz y granos;3.890;9
2436;3823;Fríjol Maritza bola roja premium x 500 g;MARITZA;Arroz y granos;4.990;8
2437;4896;Fríjol Maritza nima premium x 500 g;MARITZA;Arroz y granos;3.490;6
2438;1766;Frijol nima Maritza x 1000g;MARITZA;Arroz y granos;6.590;10
2439;7875;Frijol Nima San Pedro x 500 g.;SAN PEDRO;Arroz y granos;4.390;0
2440;3614;Frijol San Pedro Pinto Premium americano x 1000 g;SAN PEDRO;Arroz y granos;6.190;4
2441;9948;Fríjol Semillas del Campo nima x 500 g;SEMILLAS DEL CAMPO;Arroz y granos;3.790;2
2442;2206;Garbanzo Aburrá x 500 g;ABURRA;Arroz y granos;3.090;0
2443;3365;garbanzo gordo x 500 San Pedro;SAN PEDRO;Arroz y granos;4.690;6
2444;3788;Garbanzo Maritza premium x 500g;MARITZA;Arroz y granos;2.490;2
2445;2058;Harina De Alpiste;NATULIVE;Arroz y granos;5.590;4
2446;8102;Lenteja Aburrá x 500 g;ABURRA;Arroz y granos;2.450;3
2447;1744;Lenteja Canadiense x 1000 g El Mejor;DON JUAN;Arroz y granos;5.790;7
2448;2474;Lenteja Canadiense x 500 g San Pedro;SAN PEDRO;Arroz y granos;3.490;8
2449;8680;Lenteja La Soberana x 500 g;LA SOBERANA;Arroz y granos;1.390;6
2450;1869;Lenteja Maritza premium x 1000 g;MARITZA;Arroz y granos;3.490;8
2451;9442;Lenteja Maritza premium x 500 g;MARITZA;Arroz y granos;1.590;4
2452;3008;Lenteja Pardina x 500 g San Pedro;POPPING;Arroz y granos;3.490;10
2453;1072;Lenteja Pardina x 1000 g San Pedro;SAN PEDRO;Arroz y granos;6.590;1
2454;4047;Lenteja premium San Pedro x 1000 g - Lenteja Premium San Pedro x 1000 g;SAN PEDRO;Arroz y granos;5.790;2
2455;7290;Linaza Saysa x 250 g;SAYSA;Arroz y granos;6.190;8
2456;5525;Maíz Peto x 1000 g El Mejor;DON JUAN;Arroz y granos;3.790;4
2457;8427;Maíz Peto x 500 g El Mejor;SAN PEDRO;Arroz y granos;1.950;10
2458;6699;Maíz peto Maritza premium ;;Arroz y granos;2.790;3
2459;1319;Maíz Pira x 1000 g Popping;POPPING;Arroz y granos;5.990;8
2460;6962;Maíz pira x 500g;TOT;Arroz y granos;3.290;3
2461;3005;Maíz pira Maxima x 500g;MAXIMA MP;Arroz y granos;1.750;0
2462;6463;Maíz pira Maxima x 1000g;MAXIMA MP;Arroz y granos;3.690;2
2463;5771;Maíz pira Tot Premium x 1000 g;TOT;Arroz y granos;5.590;3
2464;4205;Maíz Porva x 1000 g El Mejor;SAN JUAN;Arroz y granos;5.990;8
2465;6685;Quinoa Cucina&Amore albahaca pesto sin gluten x 225 g;CUCINA & AMORE;Arroz y granos;5.190;6
2466;9678;Quinoa Cucina&Amore alcachofa pimenton sin gluten x 225 g;CUCINA & AMORE;Arroz y granos;5.190;4
2467;8905;Quinoa Cucina&Amore jalapeño pimentón sin gluten x 225 g;CUCINA & AMORE;Arroz y granos;5.190;0
2468;7312;Quinua Colombina Grano x 300g;COLOMBINA;Arroz y granos;5.390;1
2469;8031;Cebada del cultivo perlada x 500 g;DEL CULTIVO;Arroz y granos;2.050;8
2470;9511;Avena DON PANCHO molida x500g;DON PANCHO;Avenas y salvado;4.290;7
2471;3198;Avena en hojuela Millers sabor frutos rojos x 300g;MILLERS;Avenas y salvado;4.390;0
2472;2875;Avena en hojuelas Quaker x 400g;QUAKER;Avenas y salvado;3.590;7
2473;8299;Avena instantánea hojuelas vainilla Millers x 300g;MILLERS;Avenas y salvado;4.290;7
2474;4692;Avena instantánea Millers canela 300g;MILLERS;Avenas y salvado;4.890;7
2475;8815;Frescavena Fresa x 180g;QUAKER;Avenas y salvado;5.790;9
2476;3953;Frescavena vainilla x 180g;QUAKER;Avenas y salvado;5.750;10
2477;2160;Naturavena hojuela x 500g;NATURAVENA;Avenas y salvado;3.650;9
2478;7635;Avena instantánea Millers fresa 200g;MILLERS;Avenas y salvado;3.250;6
2479;4245;Avena instantánea Millers fresa 300g;MILLERS;Avenas y salvado;4.890;5
2480;3040;Avena instantánea Millers vainilla 300g;MILLERS;Avenas y salvado;4.890;7
2481;7623;Avena Molida Pancho x 250 g;DON PANCHO;Avenas y salvado;2.590;3
2482;3697;Avena Quaker Fortificada en Hojuela x 300g;QUAKER;Avenas y salvado;5.990;1
2483;8480;Avena Quaker Hojuela Doypack x 350g;QUAKER;Avenas y salvado;5.390;10
2484;8198;Avena Quaker Hojuela Doypack x 180g;QUAKER;Avenas y salvado;3.290;9
2485;381;Avena Quaker Hojuelas Manzana & Canela x 300g;QUAKER;Avenas y salvado;5.590;9
2486;4094;Avena Quaker Hojuelas Vainilla x 300g;QUAKER;Avenas y salvado;5.990;4
2487;2955;Avena Quaker Instantánea Arequipe Vainilla Doypack x 300g;QUAKER;Avenas y salvado;5.790;4
2488;2639;Avena Quaker Instantánea Fresa Doypack x 300g;QUAKER;Avenas y salvado;5.990;2
2489;5983;Avena Quaker Instantánea Vainilla Doypack x 300g;QUAKER;Avenas y salvado;5.590;4
2490;9923;Avena Quaker Molida x 180g;QUAKER;Avenas y salvado;3.390;4
2491;212;Avena Quaker Molida Doypack x 350g;QUAKER;Avenas y salvado;5.790;2
2492;6307;Avena Quaker Vainilla x 180 g;QUAKER;Avenas y salvado;4.090;4
2493;4302;Salvado De Trigo Natural X 450g;TONING;Avenas y salvado;2.090;9
2494;8904;Cuadripanela del Fonce x 750 g;DEL FONCE;Azúcar, Endulzantes y Panelas;4.790;6
2495;6156;Cuadripanela Fonce limón x 750 g;DEL FONCE;Azúcar, Endulzantes y Panelas;4.490;1
2496;1134;Endulzante Incauca light vital frutos amarillos x 400 g;INCAUCA LIGHT;Azúcar, Endulzantes y Panelas;3.890;1
2497;573;Incauca Zero calorías con stevia, display por 40 sobres;INCAUCA;Azúcar, Endulzantes y Panelas;5.313;2
2498;6625;Incauca Zero calorías por 30 sobres con Té verde, probióticos y Vitamina D3;INCAUCA;Azúcar, Endulzantes y Panelas;5.173;5
2499;4293;Panela Colombia granulada Orgánica x 500g;COLOMBIA;Azúcar, Endulzantes y Panelas;5.590;6
2500;4468;Panela Colombia pastilla x 1000g;COLOMBIA;Azúcar, Endulzantes y Panelas;5.390;6
2501;2912;Panela Colombia pastilla x 500g;COLOMBIA;Azúcar, Endulzantes y Panelas;2.890;10
2502;2250;Panela cuadrada x 5 und x 1125g del fonce;DEL FONCE;Azúcar, Endulzantes y Panelas;6.590;6
2503;183;Panela cuadrada fonce x 225 g;DEL FONCE;Azúcar, Endulzantes y Panelas;1.490;4
2504;3595;Panela cuadrada Máxima x 900 g;MAXIMA MP;Azúcar, Endulzantes y Panelas;4.590;5
2505;6714;Panela Doña Panela cubos limón display;DONA PANELA;Azúcar, Endulzantes y Panelas;5.390;1
2506;6126;Panela Doña Panela cubos naranja;DONA PANELA;Azúcar, Endulzantes y Panelas;4.690;8
2507;2370;Panela Doña Panela frutas frescas x 48 cubos;DONA PANELA;Azúcar, Endulzantes y Panelas;4.490;3
2508;3958;Panela Doña Panela sabor maracuyá x 48 cubos;DONA PANELA;Azúcar, Endulzantes y Panelas;4.890;5
2509;3037;Panela granulada x 500 g Colombia (Medellín);COLOMBIA;Azúcar, Endulzantes y Panelas;3.690;7
2510;5021;Panela instantánea Doña Panela x 500 g;DONA PANELA;Azúcar, Endulzantes y Panelas;3.090;10
2511;4152;Panela La Nocaimera cuadrada x 1000 g;LA NOCAIMERA;Azúcar, Endulzantes y Panelas;6.190;8
2512;7220;Panela La Nocaimera pastilla x 500 g;LA NOCAIMERA;Azúcar, Endulzantes y Panelas;2.490;3
2513;7302;Panela La Nocaimera pastilla x 1000 g;LA NOCAIMERA;Azúcar, Endulzantes y Panelas;3.490;3
2514;1888;Panela La Nocaimera redonda x 1000 g;LA NOCAIMERA;Azúcar, Endulzantes y Panelas;6.190;2
2515;2058;Panela Máxima cuadrada x 450g;MAXIMA MP;Azúcar, Endulzantes y Panelas;2.590;2
2516;2224;Panela Máxima panelin x 8 und x 900g;MAXIMA MP;Azúcar, Endulzantes y Panelas;4.590;7
2517;7175;Panela Máxima redonda x 900g;MAXIMA MP;Azúcar, Endulzantes y Panelas;4.590;2
2518;1492;Panela pastilla Del fonce X 900 g;DEL FONCE;Azúcar, Endulzantes y Panelas;4.790;3
2519;1048;Panela pastilla Fonce x 450 g;DEL FONCE;Azúcar, Endulzantes y Panelas;2.890;8
2520;1513;Panela pastilla Máxima x 900 g;MAXIMA MP;Azúcar, Endulzantes y Panelas;4.590;4
2521;7490;Panela pulverizada Fonce natural x 500 g;DEL FONCE;Azúcar, Endulzantes y Panelas;3.290;1
2522;4844;Panela redonda Fonce x 900 g;DEL FONCE;Azúcar, Endulzantes y Panelas;4.490;2
2523;6435;Panelín Colombia redondo x 1000g;COLOMBIA;Azúcar, Endulzantes y Panelas;5.390;8
2524;3891;Panelin redondo Fonce x 4 und x 450 g;DEL FONCE;Azúcar, Endulzantes y Panelas;2.790;2
2525;9994;Panelin redondo fonce 8 unid x 900g;DEL FONCE;Azúcar, Endulzantes y Panelas;5.390;0
2526;6525;Azúcar Incauca Blanco Especial 1 kg;INCAUCA;Azúcar, Endulzantes y Panelas;3.290;0
2527;8863;Azúcar Incauca Extrafina 200 sobres;INCAUCA;Azúcar, Endulzantes y Panelas;4.490;3
2528;7187;Azúcar Incauca light Bolsa 454g;INCAUCA;Azúcar, Endulzantes y Panelas;3.890;6
2529;719;Azúcar Incauca light Bolsa 850 g;INCAUCA;Azúcar, Endulzantes y Panelas;6.590;3
2530;8330;Azúcar Incauca light Display 100 tubipaks;INCAUCA;Azúcar, Endulzantes y Panelas;3.990;10
2531;1728;Azúcar incauca light morena x 454g bolsa;INCAUCA;Azúcar, Endulzantes y Panelas;4.090;5
2532;7283;Azúcar Incauca light vitamina D3 x 400 g;INCAUCA;Azúcar, Endulzantes y Panelas;4.290;2
2533;7492;Azúcar Incauca Morena 1 kg;INCAUCA;Azúcar, Endulzantes y Panelas;3.090;4
